City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,taiynsha,53.8478,69.7639,-8.46,85,43,3.54,KZ,1710699721
367,nagqu,31.5,92.0,-5.12,18,100,1.62,CN,1710699722
368,salekhard,66.53,66.6019,-10.57,71,72,10.45,RU,1710699723
369,akjoujt,19.6969,-14.4164,36.94,4,5,5.22,MR,1710699723
370,tromso,69.6496,18.957,-1.99,74,75,14.4,NO,1710699724
371,tateyama,34.9833,139.8667,12.28,59,100,10.97,JP,1710699724
372,kingscliff,-28.2667,153.5667,21.89,94,75,2.06,AU,1710699725
373,hurghada,27.2574,33.8129,22.13,66,40,4.66,EG,1710699727
374,katsuura,35.1333,140.3,13.48,75,100,8.04,JP,1710699728
375,seymour,38.9592,-85.8903,10.33,42,36,3.58,US,1710699498
376,alofi,-19.0595,-169.9187,26.94,94,20,2.06,NU,1710699322
377,porbandar,21.6422,69.6093,25.97,45,2,3.98,IN,1710699730
378,igarka,67.4667,86.5833,-13.39,95,100,8.99,RU,1710699730
379,oliver,49.1831,-119.5524,11.95,47,4,0.51,CA,1710699731
380,banda aceh,5.5577,95.3222,26.88,75,20,2.66,ID,1710699732
381,merlo,-32.3429,-65.014,26.45,60,69,5.73,AR,1710699451
382,buala,-8.145,159.5921,26.57,88,100,2.43,SB,1710699327
383,trebukhiv,50.4843,30.903,8.84,91,100,3.8,UA,1710699733
384,tucuma,-0.1833,-50.05,28.16,81,82,3.91,BR,1710699734
385,karema,-6.8205,30.4389,23.88,82,39,1.16,TZ,1710699735
386,manokwari,-0.8667,134.0833,26.0,84,96,3.24,ID,1710699736
387,bontang,0.1333,117.5,25.82,86,95,4.24,ID,1710699736
388,thinadhoo,0.5333,72.9333,28.18,68,58,0.43,MV,1710699737
389,tindouf,27.6711,-8.1474,32.25,10,0,5.14,DZ,1710699738
390,lake albert,-35.1667,147.3833,17.01,77,7,4.68,AU,1710699738
391,selimpasa,41.0558,28.379,10.16,78,69,4.51,TR,1710699739
392,kibondo,-3.5864,30.7203,18.55,85,28,0.68,TZ,1710699740
393,kijang,35.2442,129.2139,5.85,49,83,4.49,KR,1710699317
394,kupang,-10.1667,123.5833,27.32,100,20,1.03,ID,1710699741
395,cabo san lucas,22.8909,-109.9124,25.9,62,0,2.06,MX,1710699628
396,atafu village,-8.5421,-172.5159,28.81,77,52,5.31,TK,1710699326
397,toccoa,34.5773,-83.3324,22.44,33,0,6.69,US,1710699744
398,norderney,53.7,7.15,9.99,75,100,7.43,DE,1710699744
399,san gabriel,34.0961,-118.1058,19.87,55,0,2.06,US,1710699745
400,mont-laurier,46.5501,-75.4993,3.79,75,100,3.9,CA,1710699525
401,palmer,42.1584,-72.3287,15.01,45,75,5.66,US,1710699746
402,puerto lempira,15.2667,-83.7667,32.08,66,75,3.6,HN,1710699747
403,hede,33.7681,120.2517,2.91,79,26,2.52,CN,1710699748
404,villa gesell,-37.2639,-56.973,23.36,43,8,7.85,AR,1710699748
405,peskovka,59.0448,52.3606,-2.98,94,31,3.7,RU,1710699623
406,goure,13.9835,10.2704,29.31,10,2,6.35,NE,1710699751
407,samfya,-11.3649,29.5565,21.01,82,75,2.79,ZM,1710699556
408,horta,38.5333,-28.6333,17.23,81,20,9.26,PT,1710699752
409,roma,43.2128,-75.4557,7.28,63,100,8.23,US,1710699559
410,grimstad,58.3405,8.5934,0.95,60,100,4.87,NO,1710699753
411,diu,20.7141,70.9822,24.18,68,4,3.97,IN,1710699754
412,martapura,-3.4167,114.85,25.05,100,100,4.12,ID,1710699755
413,addis ababa,9.025,38.7469,18.49,37,40,3.09,ET,1710699755
414,okhotsk,59.3833,143.3,-5.41,85,100,4.54,RU,1710699756
415,fortaleza,-3.7227,-38.5247,31.15,99,75,2.06,BR,1710699692
416,manicore,-5.8092,-61.3003,27.31,82,100,1.24,BR,1710699757
417,puerto santa,-8.9906,-78.6456,24.83,74,93,4.39,PE,1710699758
418,sesheke,-17.4759,24.2968,25.42,52,76,2.84,ZM,1710699759
419,limeira,-22.5647,-47.4017,33.75,47,35,2.43,BR,1710699675
420,medeiros neto,-17.3739,-40.2206,35.28,34,27,1.77,BR,1710699760
421,dedovichi,57.5517,29.9502,4.99,97,100,3.24,RU,1710699760
422,embalenhle,-26.5333,29.0667,19.2,94,43,5.17,ZA,1710699761
423,touros,-5.1989,-35.4608,30.45,68,94,5.66,BR,1710699762
424,anna regina,7.2644,-58.5077,29.32,67,79,5.54,GY,1710699762
425,bembereke,10.2283,2.6634,34.46,9,31,1.85,BJ,1710699763
426,kroya,-7.6331,109.2461,26.16,85,73,4.96,ID,1710699763
427,pico truncado,-46.7949,-67.9573,13.28,33,51,2.18,AR,1710699764
428,cuatro cienegas de carranza,26.9833,-102.0833,22.15,56,54,3.52,MX,1710699765
429,tidjikja,18.5564,-11.4271,33.75,6,0,6.14,MR,1710699766
430,puerto baquerizo moreno,-0.9,-89.6,30.55,79,40,0.0,EC,1710699607
431,bowen,-20.0167,148.2333,26.49,73,99,6.84,AU,1710699767
432,la passe,45.5549,-0.8967,17.13,90,100,2.68,FR,1710699768
433,ulanhot,46.0833,122.0833,-7.84,76,3,3.55,CN,1710699768
434,nizhnevartovsk,60.9344,76.5531,2.01,87,100,5.0,RU,1710699769
435,mariental,-24.6333,17.9667,32.79,18,16,1.61,NA,1710699769
436,lake city,30.1897,-82.6393,29.21,53,0,0.0,US,1710699770
437,amungan,15.3652,119.9582,24.85,74,12,1.63,PH,1710699770
438,general acha,-37.377,-64.6043,27.96,34,10,8.15,AR,1710699488
439,pyin oo lwin,22.0333,96.4667,20.31,25,60,0.4,MM,1710699772
440,tralee,52.2704,-9.7026,13.14,67,75,6.69,IE,1710699401
441,puerto ayacucho,5.6639,-67.6236,36.61,40,81,1.39,VE,1710699773
442,egersund,58.4513,5.9997,4.49,71,100,11.4,NO,1710699773
443,mindif,10.3976,14.4363,35.18,10,17,5.94,CM,1710699774
444,brokopondo,4.75,-55.1667,30.18,61,98,4.08,SR,1710699775
445,mahibadhoo,3.7833,72.9667,28.22,74,15,3.45,MV,1710699776
446,benjamin constant,-4.3831,-70.0311,31.07,79,20,2.06,BR,1710699777
447,gargalianoi,37.0667,21.6333,11.31,77,99,2.91,GR,1710699777
448,raja,8.4596,25.678,32.52,31,85,2.52,SS,1710699338
449,chui,-33.6971,-53.4616,24.2,53,1,4.73,UY,1710699780
450,baiti,13.745,-14.7482,41.15,4,1,3.01,SN,1710699781
451,berdigestyakh,62.0989,126.6992,-29.9,100,64,0.88,RU,1710699781
452,chernyshkovskiy,48.4219,42.2308,0.11,98,99,0.71,RU,1710699782
453,birao,10.2849,22.7882,35.06,24,92,0.66,CF,1710699783
454,guiuan,11.0333,125.7247,26.25,71,3,5.12,PH,1710699783
455,belmonte,-15.8631,-38.8828,30.48,67,30,5.4,BR,1710699784
456,abaza,52.655,90.0928,-4.66,95,86,2.21,RU,1710699785
457,beldanga,23.9333,88.25,25.55,49,43,2.21,IN,1710699773
458,santa ines,-3.6667,-45.38,25.12,96,100,1.55,BR,1710699786
459,new plymouth,-39.0667,174.0833,13.78,78,64,4.63,NZ,1710698964
460,asosa,10.0667,34.5333,26.03,37,57,0.83,ET,1710699788
461,san-pedro,4.7485,-6.6363,29.17,75,15,2.92,CI,1710699789
462,motueka,-41.1333,173.0167,11.72,81,50,3.07,NZ,1710699790
463,changyon,38.2508,125.0961,1.45,44,58,1.49,KP,1710699791
464,santiago,-33.4569,-70.6483,31.44,21,0,5.14,CL,1710699244
465,mana,5.6592,-53.7767,29.29,67,59,5.9,GF,1710699792
466,saint-jean-de-monts,46.7833,-2.0667,12.78,98,100,4.34,FR,1710699792
467,shwebo,22.5667,95.7,26.15,23,28,2.32,MM,1710699793
468,ust'-uda,54.1742,103.0304,-3.17,84,100,6.17,RU,1710699794
469,okha,53.5739,142.9478,-12.86,98,100,2.56,RU,1710699794
470,dakhla,23.6848,-15.958,20.01,83,52,6.69,EH,1710699795
471,fillmore,43.6666,-92.1002,-0.37,50,100,8.75,US,1710699796
472,tampakan,6.4442,124.9264,23.19,83,47,0.54,PH,1710699796
473,ilebo,-4.3167,20.5833,25.78,77,55,1.41,CD,1710699797
474,walvis bay,-22.9575,14.5053,16.16,75,30,7.09,NA,1710699799
475,al bardiyah,31.7561,25.0865,15.43,68,50,5.27,LY,1710699800
476,crane,31.3974,-102.3501,12.35,73,100,3.96,US,1710699800
477,williams lake,52.1415,-122.1445,13.76,40,0,5.14,CA,1710699801
478,urangan,-25.3,152.9,23.44,89,20,3.13,AU,1710699802
479,bardai,11.65,7.2333,31.5,13,100,3.91,NG,1710699803
480,meadow lake,34.8014,-106.5436,9.27,59,85,8.95,US,1710699803
481,meadow lakes,61.6247,-149.6011,1.46,83,100,1.34,US,1710699804
482,kingston,17.997,-76.7936,31.2,68,20,10.8,JM,1710699538
483,puerto armuelles,8.2833,-82.8667,33.99,63,100,3.58,PA,1710699805
484,macaubas,-13.0194,-42.6986,35.13,30,36,1.57,BR,1710699806
485,kiama,-34.6833,150.8667,20.32,95,100,4.47,AU,1710699806
486,san julian,21.0167,-102.1667,25.97,15,65,5.39,MX,1710699807
487,tomatlan,19.9333,-105.25,33.33,27,10,3.59,MX,1710699808
488,queenstown,-31.8976,26.8753,13.68,85,87,3.77,ZA,1710699808
489,rolla,37.9514,-91.7713,10.64,33,0,6.17,US,1710699565
490,araguaina,-7.1911,-48.2072,29.38,73,99,0.76,BR,1710699599
491,greenland,43.0362,-70.8328,14.49,49,75,5.14,US,1710699810
492,jayapura,-2.5333,140.7,25.66,90,100,2.48,ID,1710699811
493,nyzhni sirohozy,46.8484,34.3804,8.47,73,97,3.77,UA,1710699811
494,newman,37.3138,-121.0208,18.46,54,2,0.89,US,1710699537
495,magole,-6.3667,37.3667,23.36,94,97,1.02,TZ,1710699813
496,dryden,49.7833,-92.7503,-9.84,62,100,6.17,CA,1710699813
497,thunder bay,48.4001,-89.3168,-7.01,53,100,8.75,CA,1710699767
498,cold lake,54.4502,-110.2017,3.97,56,75,5.14,CA,1710699814
499,westport,41.1415,-73.3579,16.99,32,0,7.2,US,1710699608
500,kiunga,-6.1219,141.2906,22.89,99,100,1.77,PG,1710699816
501,ararat,39.8317,44.7049,11.19,47,91,2.12,AM,1710699816
502,salmon arm,50.6998,-119.3024,6.62,75,16,1.54,CA,1710699817
503,sungai penuh,-2.0833,101.3833,17.85,96,93,0.68,ID,1710699818
504,gandi,12.9636,5.7434,33.99,9,56,4.5,NG,1710699819
505,watertown,42.3709,-71.1828,15.48,48,40,8.23,US,1710699819
506,poronaysk,49.2167,143.1167,-10.18,92,100,2.73,RU,1710699820
507,fort mcmurray,56.7268,-111.381,2.77,48,0,7.2,CA,1710699820
508,illizi,26.4833,8.4667,23.89,16,0,3.44,DZ,1710699821
509,hassi messaoud,31.6804,6.0729,25.92,18,0,1.54,DZ,1710699822
510,shahrud,36.4182,54.9763,11.38,59,50,2.8,IR,1710699824
511,labis,2.385,103.021,23.95,89,99,0.89,MY,1710699824
512,ciudad choluteca,13.3003,-87.1908,38.73,28,1,2.3,HN,1710699825
513,harrisonville,38.6533,-94.3488,10.88,30,0,10.29,US,1710699586
514,jilib,0.4883,42.7854,27.96,76,15,4.76,SO,1710699827
515,ketovo,55.355,65.3258,-4.46,89,29,3.4,RU,1710699692
516,sinop,41.7711,34.8709,5.24,93,73,1.16,TR,1710699828
517,san clemente del tuyu,-36.3569,-56.7235,22.77,53,1,5.42,AR,1710699542
518,tual,-5.6667,132.75,28.23,79,100,9.8,ID,1710699829
519,zhaotong,27.3167,103.7167,7.7,88,61,4.38,CN,1710699830
520,caete,-19.88,-43.6697,33.67,61,37,1.41,BR,1710699830
521,coquimbo,-29.9533,-71.3436,18.85,72,0,7.2,CL,1710699831
522,fort stockton,30.894,-102.8793,13.2,83,100,3.0,US,1710699832
523,petauke,-14.2426,31.3253,19.87,93,87,1.77,ZM,1710699556
524,sarangpur,23.5667,76.4667,25.94,23,81,4.5,IN,1710699833
525,popondetta,-8.7537,148.2534,23.69,97,100,0.97,PG,1710699834
526,lydenburg,-25.0978,30.4597,16.87,95,63,1.81,ZA,1710699722
527,kerema,-7.9631,145.7785,25.22,90,100,3.78,PG,1710699835
528,goundam,16.4145,-3.6708,33.96,6,0,5.14,ML,1710699836
529,alaghsas,17.0187,8.0168,29.94,8,0,8.75,NE,1710699836
530,hotan,37.0997,79.9269,6.6,19,0,2.62,CN,1710699838
531,cannonvale,-20.2833,148.7,26.66,73,95,6.11,AU,1710699838
532,sokoni,-6.4333,39.55,29.12,76,87,6.19,TZ,1710699839
533,fale old settlement,-9.3852,-171.2468,29.15,73,48,4.99,TK,1710699840
534,makinsk,52.6292,70.4169,-12.47,94,66,2.51,KZ,1710699840
535,uberaba,-19.7483,-47.9319,33.32,46,75,5.14,BR,1710699634
536,sittwe,20.15,92.9,25.19,68,47,2.5,MM,1710699432
537,tazacorte,28.629,-17.9293,21.75,76,20,6.69,ES,1710699842
538,anxiang,29.4,112.15,10.47,88,100,7.44,CN,1710699843
539,selfoss,63.9331,-20.9971,4.47,94,98,4.41,IS,1710699843
540,ivdel',60.6911,60.4206,2.24,90,88,4.47,RU,1710699845
541,deming,32.2687,-107.7586,13.94,44,75,3.35,US,1710699845
542,al kharj,24.155,47.3346,24.32,37,100,3.71,SA,1710699846
543,shingu,33.7333,135.9833,8.77,82,79,3.48,JP,1710699847
544,weno,7.4515,151.8468,27.12,82,99,5.76,FM,1710699850
545,kaa-khem,51.6833,94.7333,-13.66,95,99,1.86,RU,1710699850
546,luderitz,-26.6481,15.1594,17.84,83,2,3.76,NA,1710699851
547,flin flon,54.7682,-101.865,-11.09,48,20,2.57,CA,1710699851
548,santa elena de uairen,4.6167,-61.1333,33.07,29,94,4.43,VE,1710699852
549,beverley,53.8459,-0.4233,13.98,77,82,2.06,GB,1710699813
550,jhang sadr,31.2715,72.3284,18.89,25,73,3.12,PK,1710699853
551,chinde,26.8418,88.0763,14.69,19,13,2.66,NP,1710699854
552,grants,35.1473,-107.8514,6.13,65,100,4.63,US,1710699855
553,niquero,20.0431,-77.5828,29.97,59,1,1.84,CU,1710699855
